prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
GFQB01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA387105,"SAMN07139138,SAMN07139139,SAMN07139140,SAMN07139141,SAMN07139142,SAMN07139143,SAMN07139144,SAMN07139145,SAMN07139146,SAMN07139147,SAMN07139148,SAMN07139150,SAMN07139151,SAMN07139152,SAMN07139153,SAMN07139154,SAMN07139155,SAMN07139156,SAMN07139157",,,71960546,51299,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GFQC01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA387105,"SAMN07139138,SAMN07139139,SAMN07139140,SAMN07139141,SAMN07139142,SAMN07139143,SAMN07139144,SAMN07139145,SAMN07139146,SAMN07139147",,,64484635,69842,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GFQD01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA387105,"SAMN07139148,SAMN07139149,SAMN07139150,SAMN07139151,SAMN07139152,SAMN07139153,SAMN07139154,SAMN07139155,SAMN07139156,SAMN07139157",,,67237352,72737,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GFQG01,TSA,GenBank,,PLN,Amaranthus palmeri,PRJNA390774,"SAMN07260017,SAMN07260018,SAMN07260019,SAMN07260020,SAMN07260021,SAMN07260022,SAMN07260023,SAMN07260024,SAMN07260025,SAMN07260026,SAMN07260027,SAMN07260028",,,49147628,72780,0,No,0,0,0,No,,,2018-05-01T00:00:00Z,2018-05-01T00:00:00Z
GFQH01,TSA,GenBank,,PLN,Prunus armeniaca,PRJNA387702,"SAMN07160988,SAMN07160989,SAMN07160990,SAMN07160991,SAMN07160992,SAMN07160993",,,98072251,90777,0,No,0,0,0,No,,,2018-05-31T00:00:00Z,2018-05-31T00:00:00Z
GFQM01,TSA,GenBank,,PLN,Phelipanche aegyptiaca,PRJNA388245,"SAMN07173536,SAMN07173537,SAMN07173579,SAMN07173580,SAMN07173582,SAMN07173583,SAMN07173584,SAMN07173585,SAMN07173586,SAMN07173587,SAMN07173588,SAMN07173589,SAMN07173590,SAMN07173591,SAMN07173592",,,98772844,89277,0,No,0,0,0,No,,,2017-07-14T00:00:00Z,2017-07-14T00:00:00Z
GFQN01,TSA,GenBank,,PLN,Melastoma malabathricum,PRJNA392341,"SAMN07293141,SAMN07293142,SAMN07293143,SAMN07293144,SAMN07293145,SAMN07293146",,,55941308,51892,0,No,0,0,0,No,,,2019-04-30T00:00:00Z,2019-04-30T00:00:00Z
GFRQ01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224394,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",66966370,68190,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFRR01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224392,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",59658901,64784,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFRS01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07212647,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",81111078,75988,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFRU01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224393,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",69761177,65514,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFRX01,TSA,GenBank,,PLN,Panax notoginseng,PRJNA393585,"SAMN07251620,SAMN07251621,SAMN07251622,SAMN07251623,SAMN07251624,SAMN07251625,SAMN07251626,SAMN07251627,SAMN07251628,SAMN07251629,SAMN07251630,SAMN07251631,SAMN07251632,SAMN07251633,SAMN07251634,SAMN07251635,SAMN07251636,SAMN07251637,SAMN07251638,SAMN07251639,SAMN07251640",,,227069349,334269,0,No,0,0,0,No,,,2017-07-25T00:00:00Z,2017-07-25T00:00:00Z
GFSB01,TSA,GenBank,,PLN,Hypericum perforatum,PRJNA271854,"SAMN03278137,SAMN03279794",,tissue_type: leaf,51848,33,33,Yes,0,0,0,No,,,2017-09-05T00:00:00Z,2017-07-17T00:00:00Z
GFSH01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390227,SAMN07224453,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",67178398,65072,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFSJ01,TSA,GenBank,,PLN,Hypericum androsaemum,PRJNA308547,SAMN04396920,cultivar: diploid,tissue_type: leaves,37191,23,23,Yes,0,0,0,No,,,2017-09-01T00:00:00Z,2017-07-25T00:00:00Z
GFSK01,TSA,GenBank,,PLN,Hypericum kalmianum,PRJNA308548,SAMN04396922,cultivar: diploid,tissue_type: leaves,38694,23,23,Yes,0,0,0,No,,,2017-09-01T00:00:00Z,2017-07-25T00:00:00Z
GFSL01,TSA,GenBank,,PLN,Camellia sasanqua,PRJNA394623,"SAMN07357027,SAMN07357028,SAMN07357029",,,69996580,104829,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
GFSN01,TSA,GenBank,,PLN,Ocimum tenuiflorum,PRJNA390220,SAMN07224395,"cultivar: CIM Ayu,isolate: Mono","dev_stage: 2 month,tissue_type: leaf",41641829,53568,0,No,0,0,0,No,,,2019-05-24T00:00:00Z,2019-05-24T00:00:00Z
GFSO01,TSA,GenBank,,PLN,Hypericum annulatum,PRJNA308549,SAMN04396923,cultivar: diploid,tissue_type: leaves,47023,33,33,Yes,0,0,0,No,,,2017-09-05T00:00:00Z,2017-07-25T00:00:00Z
GFSP01,TSA,GenBank,,PLN,Hypericum perforatum,PRJNA386231,"SAMN06928356,SAMN06928357",,tissue_type: stamen,42991,33,33,Yes,0,0,0,No,,,2017-09-01T00:00:00Z,2017-07-25T00:00:00Z
GFSQ01,TSA,GenBank,,PLN,Hypericum tomentosum,PRJNA308550,SAMN04397005,cultivar: diploid,tissue_type: leaves,41495,33,32,Yes,0,0,0,No,,,2017-09-05T00:00:00Z,2017-07-25T00:00:00Z
GFST01,TSA,GenBank,,PLN,Toxicodendron radicans subsp. radicans,PRJNA393598,SAMN07339431,cultivar: VARoaCo-1,"dev_stage: true leaves,tissue_type: leaf and root",270319435,189850,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
GFTL01,TSA,GenBank,,PLN,Carya illinoinensis,PRJNA360120,SAMN06203373,cultivar: Sumner,"dev_stage: late water through mature nut,tissue_type: contents of the central vacuole\, endosperm\, embryo\, placenta\, seed coat\, ovary packing tissue\, developing fruit\, and the cotyledon lobes",86197165,141535,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
GFTW01,TSA,GenBank,,PLN,Parthenium argentatum,PRJNA387289,"SAMN07149954,SAMN07149955,SAMN07149956,SAMN07149957,SAMN07149958,SAMN07149959,SAMN07149960,SAMN07149961,SAMN07149962,SAMN07149963,SAMN07149964,SAMN07149965",,,149070315,219819,0,No,0,0,0,No,,,2018-06-26T00:00:00Z,2018-06-26T00:00:00Z
GFTY01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA394642,"SAMN07357045,SAMN07357046,SAMN07357047,SAMN07357048,SAMN07357049,SAMN07357050,SAMN07357051,SAMN07357052,SAMN07357053,SAMN07357054,SAMN07357055,SAMN07357056,SAMN07357057,SAMN07357058,SAMN07357059,SAMN07357060,SAMN07357061,SAMN07357062,SAMN07357063,SAMN07357064,SAMN07357065,SAMN07357066,SAMN07357067,SAMN07357068",,,297425983,224643,0,No,0,0,0,No,,,2018-08-20T00:00:00Z,2018-08-20T00:00:00Z
GFTZ01,TSA,GenBank,,PLN,Anneslea fragrans,PRJNA396266,SAMN07425685,isolate: transplanted from Hainai island,"dev_stage: seedling,tissue_type: Fresh leaves",193062910,445143,0,No,0,0,0,No,,,2018-09-07T00:00:00Z,2018-09-07T00:00:00Z
GFUF01,TSA,GenBank,,PLN,Diospyros kaki,PRJNA338599,"SAMN05560195,SAMN05792600",,,30519886,31252,0,No,0,0,0,No,,,2017-08-18T00:00:00Z,2017-08-18T00:00:00Z
GFUL01,TSA,GenBank,,PLN,Arabidopsis halleri subsp. halleri,PRJNA388549,SAMN07204409,,"dev_stage: vegetative,tissue_type: root and shoot",43761752,34818,0,No,0,0,0,No,,,2019-01-16T00:00:00Z,2019-01-16T00:00:00Z
GFUM01,TSA,GenBank,,PLN,Suaeda salsa,PRJNA395283,"SAMN07374786,SAMN07374806,SAMN07374817,SAMN07374874,SAMN07374877,SAMN07374878,SAMN07374879,SAMN07374880",,,64142051,91198,0,No,0,0,0,No,,,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z
GFUS01,TSA,GenBank,,PLN,Brassica rapa subsp. chinensis,PRJNA396268,"SAMN07426869,SAMN07426870,SAMN07426871,SAMN07426872,SAMN07426873,SAMN07426874,SAMN07426875,SAMN07426876",,,38123034,48814,0,No,0,0,0,No,,,2017-08-24T00:00:00Z,2017-08-24T00:00:00Z
GFUU01,TSA,GenBank,,PLN,Ulmus minor,PRJNA312302,SAMN04502035,,,35041668,18051,0,No,0,0,0,No,,,2018-10-29T00:00:00Z,2018-10-03T00:00:00Z
GFVC01,TSA,GenBank,,PLN,Jatropha curcas,PRJNA398244,"SAMN07487332,SAMN07487333,SAMN07487334,SAMN07487335,SAMN07487336,SAMN07487337,SAMN07487338,SAMN07487339,SAMN07487340,SAMN07487341,SAMN07487342,SAMN07487343,SAMN07487344,SAMN07487345,SAMN07487346,SAMN07487347,SAMN07487348,SAMN07487349,SAMN07487350,SAMN07487351,SAMN07487352,SAMN07487353",,,64035563,63269,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
GFVD01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,"SAMN07510074,SAMN07510075",,,130612987,127944,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFVE01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,SAMN07510075,isolate: Lab grown plant,"isolation_source: Laboratory environment,tissue_type: Crown",89735627,84365,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFVF01,TSA,GenBank,,PLN,Rhodiola rosea,PRJNA398393,SAMN07510074,isolate: Lab grown plant,"isolation_source: Laboratory environment,tissue_type: root",108056939,104812,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GFVI01,TSA,GenBank,,PLN,Aeschynomene evenia var. serrulata,PRJNA396532,SAMN07427877,cultivar: IRFL6945,"dev_stage: mature nodule,tissue_type: mixed tissues (Roots were collected before inoculation (T0)\, 6 hours post-inoculation (6 HPI)\, 24 HPI\, 2 days post-inoculation (2 DPI) and 6 DPI)",38950224,46935,0,No,0,0,0,No,,,2017-08-28T00:00:00Z,2017-08-28T00:00:00Z
GFVK01,TSA,GenBank,,PLN,Paulownia tomentosa,PRJNA393208,"SAMN07326086,SAMN07326087,SAMN07326088,SAMN07326089,SAMN07326090",,,72594114,67879,0,No,0,0,0,No,,,2017-08-28T00:00:00Z,2017-08-28T00:00:00Z
GFWB01,TSA,GenBank,,PLN,Ambrosia artemisiifolia,PRJNA335689,SAMN07541864,"isolate: Early developmental stage\, phase 1-3","dev_stage: Early developmental stage,tissue_type: Female flower",89882431,109444,0,No,0,0,0,No,,,2017-09-11T00:00:00Z,2017-09-11T00:00:00Z
GFWC01,TSA,GenBank,,PLN,Viola albida var. takahashii,PRJNA345302,SAMN05860751,"isolate: Mountain\, Native",tissue_type: all organs,53012499,72185,0,No,0,0,0,No,,,2017-10-10T00:00:00Z,2017-10-10T00:00:00Z
GFWD01,TSA,GenBank,,PLN,Viola acuminata,PRJNA345302,SAMN05860748,"isolate: Mountain\, Native",tissue_type: all organs,31116352,43789,0,No,0,0,0,No,,,2017-10-10T00:00:00Z,2017-10-10T00:00:00Z
GFWF01,TSA,GenBank,,PLN,Viola verecunda,PRJNA345302,SAMN06481151,isolate: Mountain,tissue_type: all organs,37978374,51785,0,No,0,0,0,No,,,2017-09-06T00:00:00Z,2017-09-06T00:00:00Z
GFWG01,TSA,GenBank,,PLN,Viola mandshurica,PRJNA345302,SAMN05860692,isolate: mountain,tissue_type: all organs,43288273,56788,0,No,0,0,0,No,,,2017-09-06T00:00:00Z,2017-09-06T00:00:00Z
GFWM01,TSA,GenBank,,PLN,Monotropa hypopitys,PRJNA330626,SAMN05420111,,"dev_stage: flowering plant,tissue_type: inflorescence",72606624,51379,0,No,0,0,0,No,,,2018-06-22T00:00:00Z,2018-06-22T00:00:00Z
GFWS01,TSA,GenBank,,PLN,Ambrosia artemisiifolia,PRJNA335689,SAMN07541865,"isolate: Late developmental stage\, phase 4-9","dev_stage: Late developmental stage,tissue_type: Female flower",76261049,97227,0,No,0,0,0,No,,,2017-09-21T00:00:00Z,2017-09-21T00:00:00Z
GFWT01,TSA,GenBank,,PLN,Quercus ilex,PRJNA407283,SAMN07315058,,tissue_type: seedlings,67363028,119889,0,No,0,0,0,No,,,2017-09-27T00:00:00Z,2017-09-27T00:00:00Z
GFXD01,TSA,GenBank,,PLN,Ipomoea trifida,PRJNA384881,SAMN07734674,cultivar: Y601,"dev_stage: drought,tissue_type: leaf",186423640,113762,0,No,0,0,0,No,,,2018-09-04T00:00:00Z,2018-09-04T00:00:00Z
GFXN01,TSA,GenBank,,PLN,Ipomoea trifida,PRJNA384881,SAMN07734737,cultivar: Y601,"dev_stage: drought,tissue_type: root",204101340,125582,0,No,0,0,0,No,,,2018-09-04T00:00:00Z,2018-09-04T00:00:00Z
GFXO01,TSA,GenBank,,PLN,Ipomoea trifida,PRJNA384881,SAMN06833858,cultivar: Y601,"dev_stage: flowering,tissue_type: stem",168999352,104118,0,No,0,0,0,No,,,2018-09-04T00:00:00Z,2018-09-04T00:00:00Z
GFXR01,TSA,GenBank,,PLN,Viola orientalis,PRJNA345302,SAMN05860693,"isolate: Mountain\, Native",tissue_type: all organs,34137259,54551,0,No,0,0,0,No,,,2017-10-10T00:00:00Z,2017-10-10T00:00:00Z
GFXT01,TSA,GenBank,,PLN,Asclepias syriaca,PRJNA210776,"SAMN02228569,SAMN06160817,SAMN06160818",,,37395823,32728,0,No,0,0,0,No,,,2017-10-24T00:00:00Z,2017-10-24T00:00:00Z
GFZB01,TSA,GenBank,,PLN,Hevea brasiliensis subsp. brasiliensis,PRJNA182078,"SAMN01818467,SAMN01818468,SAMN01818469",,,433324678,288716,0,No,0,0,0,No,,,2018-06-08T00:00:00Z,2018-06-08T00:00:00Z
GFZE01,TSA,GenBank,,PLN,Catharanthus roseus,PRJNA358259,"SAMN06166755,SAMN06166756,SAMN06166975,SAMN06173695,SAMN06173697,SAMN06173720,SAMN06174117,SAMN06174212,SAMN06176568",,,99788765,68047,0,No,0,0,0,No,,,2017-10-31T00:00:00Z,2017-10-31T00:00:00Z
GFZM02,TSA,GenBank,,PLN,Camellia chekiangoleosa,PRJNA415233,"SAMN07819340,SAMN07819344,SAMN07819347,SAMN07819349,SAMN07819351,SAMN07819353",,,91577521,156006,0,No,0,0,0,No,,,2017-11-20T00:00:00Z,2017-11-20T00:00:00Z
GFZW01,TSA,GenBank,,PLN,Taraxacum kok-saghyz,PRJNA413689,"SAMN07761761,SAMN07761762,SAMN07761763",,,52923428,73350,0,No,0,0,0,No,,,2019-01-11T00:00:00Z,2019-01-11T00:00:00Z
GGAB01,TSA,GenBank,,PLN,Vaccinium virgatum,PRJNA415197,"SAMN07818805,SAMN07818806,SAMN07818835,SAMN07818837",,,66519464,91641,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
GGAC01,TSA,GenBank,,PLN,Foeniculum vulgare,PRJNA417360,"SAMN07983890,SAMN07983891,SAMN07983892,SAMN07983893,SAMN07983894,SAMN07983897,SAMN07983898,SAMN07983899",,,90474527,79093,0,No,0,0,0,No,,,2018-08-24T00:00:00Z,2018-08-24T00:00:00Z
GGAE01,TSA,GenBank,,PLN,Vaccinium virgatum,PRJNA417702,"SAMN08002000,SAMN08002184,SAMN08002206",,,117122874,126688,0,No,0,0,0,No,,,2017-12-06T00:00:00Z,2017-12-06T00:00:00Z
GGAJ01,TSA,GenBank,,PLN,Colobanthus quitensis,PRJNA388703,"SAMN07183597,SAMN07183598",,,72841499,94968,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
GGBY01,TSA,GenBank,,PLN,Caulanthus amplexicaulis,PRJNA417949,SAMN08012623,,"dev_stage: All,tissue_type: Whole plant",44898722,82938,0,No,0,0,0,No,,,2017-12-18T00:00:00Z,2017-12-18T00:00:00Z
GGBZ01,TSA,GenBank,,PLN,Caulanthus amplexicaulis,PRJNA417948,SAMN08012624,,"dev_stage: All,tissue_type: Whole plant",63793019,92771,0,No,0,0,0,No,,,2017-12-18T00:00:00Z,2017-12-18T00:00:00Z
GGDV01,TSA,GenBank,,PLN,Croton tiglium,PRJNA416498,SAMN07958181,isolate: Marburg,"dev_stage: young plant,tissue_type: inflorescences; roots; leaves; stems; seeds",345652693,224425,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
GGEB01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA414949,"SAMN07811449,SAMN07811450,SAMN07811451,SAMN07811452,SAMN07811453,SAMN07811454,SAMN07811455,SAMN07811456,SAMN07811457,SAMN07811458",,,40814856,69488,0,No,0,0,0,No,,,2018-02-12T00:00:00Z,2018-02-01T00:00:00Z
GGEC01,TSA,GenBank,,PLN,Rhizophora mucronata,PRJNA345155,SAMN05846347,,tissue_type: leaf,98652444,93960,93960,Yes,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
GGED01,TSA,GenBank,,PLN,Lupinus angustifolius,PRJNA389154,SAMN07191119,,"dev_stage: flowering stage,tissue_type: leaf",217941428,146187,0,No,0,0,0,No,,,2019-02-28T00:00:00Z,2018-10-24T00:00:00Z
GGEM01,TSA,GenBank,,PLN,Clausena excavata,PRJNA428402,SAMN08289434,,"dev_stage: full-grown,isolation_source: wild,tissue_type: leaf",12553368,16626,0,No,0,0,0,No,,,2018-02-09T00:00:00Z,2018-02-09T00:00:00Z
GGFC02,TSA,GenBank,,PLN,Solanum sisymbriifolium,PRJNA422280,"SAMN08173793,SAMN10905549",,,96630187,50625,0,No,0,0,0,No,,,2019-04-03T00:00:00Z,2019-04-03T00:00:00Z
GGFO01,TSA,GenBank,,PLN,Lumnitzera littorea,PRJNA430148,SAMN08369250,,"dev_stage: maturation stage,tissue_type: leaf",109080132,87035,0,No,0,0,0,No,,,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z
GGFQ01,TSA,GenBank,,PLN,Lumnitzera racemosa,PRJNA430148,SAMN08369249,,"dev_stage: maturation stage,tissue_type: leaf",79852993,63778,0,No,0,0,0,No,,,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z
GGGH01,TSA,GenBank,,PLN,Artocarpus altilis,PRJNA311339,"SAMN07593774,SAMN07593775,SAMN07593776,SAMN07593777,SAMN07593778,SAMN07593779,SAMN07593780,SAMN07593781,SAMN07593782",,,62402111,104581,0,No,0,0,0,No,,,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z
GGGM01,TSA,GenBank,,PLN,Salix purpurea,PRJEB16316,"SAMEA4516778,SAMEA4516779,SAMEA4516780,SAMEA4516781,SAMEA4516782,SAMEA4516783,SAMEA4516784,SAMEA4516785,SAMEA4516786,SAMEA4516787,SAMEA4516788,SAMEA4516789,SAMEA4516790,SAMEA4516791,SAMEA4516792,SAMEA4516793,SAMEA4516794,SAMEA4516795,SAMEA4516796,SAMEA4516797,SAMEA4516798,SAMEA4516799,SAMEA4516800,SAMEA4516801,SAMEA4516802,SAMEA4516803,SAMEA4516804,SAMEA4516805,SAMEA4516806,SAMEA4516807,SAMEA4516808,SAMEA4516809,SAMEA4516810,SAMEA4516811,SAMEA4516812,SAMEA4516813,SAMEA4516814,SAMEA4516815,SAMEA4516816,SAMEA4516817,SAMEA4516818,SAMEA4516819,SAMEA4516820,SAMEA4516821,SAMEA4516822,SAMEA4516823,SAMEA4516824,SAMEA4516825",,,96117481,187477,0,No,0,0,0,No,,,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z
GGGN01,TSA,GenBank,,PLN,Citrus maxima,PRJNA429973,"SAMN08358182,SAMN08358185,SAMN08358187,SAMN08358188,SAMN08358189,SAMN08358190",,,60443044,84354,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
GGGQ01,TSA,GenBank,,PLN,Tagetes erecta,PRJNA431782,"SAMN08405647,SAMN08405648",,,55576484,71790,0,No,0,0,0,No,,,2018-03-01T00:00:00Z,2018-03-01T00:00:00Z
GGGT01,TSA,GenBank,,PLN,Amaranthus tuberculatus,PRJNA432348,"SAMN08475736,SAMN08475773,SAMN08475776,SAMN08480331,SAMN08480518,SAMN08481920,SAMN08481921,SAMN08481990,SAMN08481991,SAMN08481993,SAMN08482010,SAMN08482011,SAMN08482012,SAMN08482028,SAMN08482029,SAMN08482152",,,149997699,113862,0,No,0,0,0,No,,,2018-02-21T00:00:00Z,2018-02-21T00:00:00Z
GGIF01,TSA,GenBank,,PLN,Jatropha curcas,PRJNA429992,"SAMN08364547,SAMN08364588,SAMN08364589,SAMN08364590,SAMN08364715,SAMN08364805",,,109612987,100597,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
GGIS01,TSA,GenBank,,PLN,Sterculia lanceolata,PRJNA435648,SAMN08583078,,"dev_stage: fully grown,tissue_type: leaf",3559905,7857,0,No,0,0,0,No,,,2019-06-18T00:00:00Z,2019-06-18T00:00:00Z
GGIU01,TSA,GenBank,,PLN,Glycine tomentella,PRJNA418030,SAMN08013464,,tissue_type: leaf,46243478,62533,0,No,0,0,0,No,,,2018-03-16T00:00:00Z,2018-03-16T00:00:00Z
GGIV01,TSA,GenBank,,PLN,Glycine syndetika,PRJNA418030,SAMN08013467,,tissue_type: leaf,46243478,62533,0,No,0,0,0,No,,,2018-03-16T00:00:00Z,2018-03-16T00:00:00Z
GGIV02,TSA,GenBank,,PLN,Glycine syndetika,PRJNA418030,SAMN08013467,,tissue_type: leaf,46483660,61738,0,No,0,0,0,No,,,2018-04-16T00:00:00Z,2018-04-16T00:00:00Z
GGIW01,TSA,GenBank,,PLN,Glycine dolichocarpa,PRJNA418030,SAMN08013471,,tissue_type: leaf,52825223,79821,0,No,0,0,0,No,,,2018-03-16T00:00:00Z,2018-03-16T00:00:00Z
GGJD01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782031,SAMN07782032",,,24655635,20765,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
GGJE01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782033,SAMN07782034",,,21219826,18123,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
GGJO01,TSA,GenBank,,PLN,Passiflora oerstedii,PRJNA437326,SAMN08649128,cultivar: choconiana LaSelva,"dev_stage: Pre-flowering,tissue_type: leaf",129866767,125114,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGJQ01,TSA,GenBank,,PLN,Citrus x microcarpa,PRJNA437326,SAMN08649127,cultivar: calamondin,"dev_stage: Pre-flowering,tissue_type: leaf",119167004,115077,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
GGJV01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782035,SAMN07782036",,,24286022,20348,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
GGJW01,TSA,GenBank,,PLN,Nothofagus pumilio,PRJNA414196,"SAMN07782037,SAMN07782038",,,16145207,19140,0,No,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
GHWM01,TSA,GenBank,,PLN,Albizia julibrissin,PRJNA574148,SAMN12842422,isolate: EK601,"dev_stage: seedling,tissue_type: leaf\, shoot tip\, root",209405462,153590,0,No,0,0,0,No,,,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GHWN01,TSA,GenBank,,PLN,Entada abyssinica,PRJNA574148,SAMN12842423,isolate: MSB0133199,"dev_stage: seedling,tissue_type: leaf\, shoot tip",183942645,130000,0,No,0,0,0,No,,,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GHWO01,TSA,GenBank,,PLN,Microlobius foetidus,PRJNA574148,SAMN12842424,isolate: CEH2150,"dev_stage: seedling,tissue_type: leaf\, shoot tip",288178793,188298,0,No,0,0,0,No,,,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
GHXM01,TSA,GenBank,,PLN,Camellia sinensis,PRJNA563232,"SAMN12670847,SAMN12670848,SAMN12670849,SAMN12670850,SAMN12670851,SAMN12670852,SAMN12670853,SAMN12670854,SAMN12670855,SAMN12670856,SAMN12670857,SAMN12670858,SAMN12670859,SAMN12670860,SAMN12670861,SAMN12670862,SAMN12670863,SAMN12670864,SAMN12670865,SAMN12670866,SAMN12670867,SAMN12670868,SAMN12670869,SAMN12670870,SAMN12670871,SAMN12670872,SAMN12670873",,,83703387,99024,0,No,0,0,0,No,,,2019-10-09T00:00:00Z,2019-10-09T00:00:00Z
HAAJ01,TSA,ENA,,PLN,Ambrosia artemisiifolia,PRJEB1470,"SAMEA1713725,SAMEA1713729",,"dev_stage: mature pollen,tissue_type: pollen",1655580,2846,0,No,0,0,0,No,,,2013-04-21T00:00:00Z,2013-04-21T00:00:00Z
HAAK01,TSA,ENA,,PLN,Rumex acetosa,PRJEB1522,SAMEA2045451,isolate: sub.air.pet.Race,"dev_stage: 3 expanded leaves,isolation_source: pooled control and submerged plants,tissue_type: petiole",35821888,31986,0,No,0,0,0,No,,,2014-01-07T00:00:00Z,2013-04-21T00:00:00Z
HAAL01,TSA,ENA,,PLN,Rumex palustris,PRJEB1524,SAMEA2045454,isolate: sub.air.pet.Rpal,"dev_stage: 3 expanded leaves,isolation_source: pooled control and submerged plants,tissue_type: petiole",61491830,49016,0,No,0,0,0,No,,,2014-01-07T00:00:00Z,2013-04-21T00:00:00Z
HABZ01,TSA,ENA,,PLN,Quercus suber,PRJEB6178,,,tissue_type: fruits covering 5 different developmental stages,71501374,80357,0,No,0,0,0,No,,,2015-10-01T00:00:00Z,2014-06-27T00:00:00Z
HACC01,TSA,ENA,,PLN,Rubus hybrid cultivar,PRJEB6680,"SAMEA2649538,SAMEA2649539",,tissue_type: ripening fruits,51298852,42431,0,No,0,0,0,No,,,2014-10-01T00:00:00Z,2014-10-01T00:00:00Z
HACQ01,TSA,ENA,,PLN,Draba nemorosa,PRJEB9424,"SAMEA3402041,SAMEA3402042,SAMEA3402043",,tissue_type: leaf,21951411,20015,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-07-21T00:00:00Z
